appid,developer
718680,VITALII HOLIEV
718710,WarfareSims
718720,Cyberlamb Studios
718730,Retro Reactor
718740,Spectre EU
718810,"Teleporter Realities, Inc."
718830,Rock Cow Productions
718840,GraphXGames
718910,Androzz
718920,Aundre Rogers
718940,兔子放映部
718960,Nuberu Games
718970,Tom-Erik Nielsen
718980,A.Lepunov
718990,U24 Solutions
719070,Terminal Reality
719080,SacriFACE Studio
719090,AlyStudio
719100,RewindApp
719110,Polybit
719120,O'Stinky lab.
719130,in Principle Games
719140,Gopherwood Studios LLC
719180,Russell Meakim
719200,Aero Games
719210,Dmitry Zagumennov
719250,Armet Games
719280,Endwise
719290,Imagitec
719300,Imagitec
719310,Imagitec
719320,Imagitec
719350,Avi Rosenblum
719350,Bryant Jay
719370,Pixel Guy
719410,RISING GAME
719430,うんこモリモリ丸
719460,Crankies Smartworks
719470,bottyann
719540,SOOTH Inc.
719550,Monane
719590,Underdog Interactive
719590,Squadron Interactive
719590,DreamInCode B.V.
719600,"CRAVA,Inc."
719640,Gameloft
719660,Zack Wood
719720,upjers
719730,upjers
719740,Sylvain Seccia
719750,teamCOIL
719800,Exordium Games
719830,Vitaly Titov
719840,Parizagames Ltd.
719890,"Sastrei Studios, LLC"
719970,Speedy
720000,V34D4R
720000,Yolick
720020,Tavo
720030,Bilge Kaan
720040,Dyrnwyn Games
720060,eugeniy_kh
720150,DeerFarm
720200,Eelooz AB
720240,Dieselmine
720250,Reflect Studios
720270,ChillX Ltd
720280,AsicxArt
720290,Blue Entropy Studios
720300,Really Interactive
720310,antrorse
720320,Galulugame
720470,Vyacheslav Shilikhin
720480,Bacq Stellan
720510,Tactical AR
720600,ThinkVirtual
720630,O.P. Games
720640,Tordrix Games
720670,SandorHQ
720730,Bumpy Trail Games
720840,Semen Rodin
720850,Bunny on Caffeine LLC
720940,Pixoala
721010,Laplacian
721030,Actoz Soft
721080,SP Digital Arts Inc.
721090,"Source Technology Co., Ltd."
721190,LagunVictor
721300,M3G1DD0
721350,Beard Games Studio
721380,Sacada
721390,Corey Martin
721400,Yode group
721420,Artur Rezende
721430,For Kids
721470,Ragıp Hatunoğlu
721480,MadskillzVR
721510,Hyperbolic
721540,Disgruntled Games LLC
721670,Frontiers.io
721740,Fusion.Robot & Co
721760,Hosted Games
721890,KX Games
721940,ZtarLab
721950,marutigames
721960,Twin Squid Ltd
722010,Souluted Games
722020,Blender Games
722040,No. 28 Games
722050,Josh Tam Universe
722060,Illwinter Game Design
722070,Kool2Play
722080,Bacq Stellan
722180,Candymakers
722190,Trend Redaktions- und Verlagsgesellschaft mbH
722210,Georgian Opariuc
722220,Dexion Games
722230,Rockstar Games
722240,Dexion Games
722250,For Kids
722290,Hey Mum Jam No Marmalade
722330,Next Zen Mechanics Limited
722340,Boogygames Studios
722350,nonPareil Studios
722370,Daniel Rychlý
722410,EGOD
722540,Joseph MacDonald
722570,EcoShooter
722580,The Sherrinford
722590,Google
722600,Choice of Games
722620,Range Plus One Inc.
722660,PulPul Games
722670,Wang Wenxi
722680,RCMADIAX
722730,Grid Sage Games
722750,Ugamehome
722760,Sapphire Dragon Productions
722810,Fair Games
722870,Point Bleep Studios
722890,Hakan Tatar
722910,APGal
722920,Meta Sauce
722940,Dexion Games
722960,Walnut LLC
722990,GoldenGod Games
723020,FRAPPA STUDIO
723060,Dexion Games
723070,Arbatskii Anatolii
723090,Remtairy
723090,Happy Life
723100,Paweł Dywelski
723110,Catalope Games
723180,Brandon Rabico
723190,Myarcadegames Studios
723270,Robot House
723350,天河(TH Game)
723380,Sinn Studio Inc.
723390,Royal Rudius Entertainment
723420,GY Games
723450,Casual.US
723500,Narayan Games
723510,CGPills
723540,Magic Light Team
723600,Tap It Games
723610,Isaac Stearns
723760,Telehorse
723780,Gameloft
723790,Home Net Games
723810,Black Banshee Studios
723820,Project Purity Team
723830,Tero Lunkka
723830,Valkeala Software
723830,BlackThug
723880,Novo Mundo
723890,Maggese
723930,Domini Games
723940,Eipix Entertainment
723950,Top Evidence Studio
724010,Dark Room Games
724030,Xivek's Toybox
724070,David Ko
724080,Chromethean Productions
724090,Alfa Dynasty
724110,Sebastian Havens
724110,Papɛя
724120,Antarctic Games
724130,DreamRoad Productions
724180,Fold Up Studios
724250,"CFK Co., Ltd."
724280,Crankies Smartworks
724300,Early Melon
724310,"KOEI TECMO GAMES CO., LTD."
724340,Hail Mary Games
724350,Loophole Interactive
724390,com8com1 Software
724430,Racing Bros
724470,Coldwild Games
724470,Vladimir Slav
724470,Elena Nazarenko
724480,J3I Games
724490,Fair Games Studio
724510,Why Not Games
724520,Cole Kitroser
724580,bakno Games
724600,Games By Nemiz
724630,khos85
724640,Final Game Studio
724710,Action Panel
724740,Konstructors Entertainment
724750,Tomer Caner
724750,Nitay Parnes
724760,CETVE LLC
724870,Jehan Kobe Chang
724900,Alpha Pack Studios
724910,Titmouse
724920,Symptomatic Productions
724940,BeiJing Da Xing Media Limited Company
724950,Cognitive Studios
724970,北京九鳳信息科技有限公司
724980,Bitten Toast Games Inc.
725020,Alain Perrin
725040,Bearded Giant Games
725080,Gamera Interactive
725110,a bonfire of souls
725120,Cosmic Picnic
725140,Oryps Games
725170,The Revills Games
725280,Vyacheslav Shilikhin
725320,"Air Viki, LLC"
725340,Konstructors Entertainment
725370,Tiny Rebel Games
725370,Seed Studio
725380,Chequered Ink Ltd.
725410,Echo607
725430,Area64 Productions
725480,Ludosity
725490,DolpGames
725500,Handle Order
725510,Federico Schliemann
725540,Random developers
725550,Radi Lewis
725620,Karge Software
725640,DUEL
725660,Flat Voxel
725680,RewindApp
725780,Airem
725910,Brandon Slade
725910,Braden Van Wagenen
725920,RMIT VX Lab
725950,MOERS INC
725960,Microlith Games
725970,Prism Interactive Entertainment Inc.
725980,Causa Creations
726000,Fullmetal Developer
726020,Quantized Bit
726030,LinQ
726040,WhiteNutGames
726060,Emil Varez
726070,Fabio Cunha
726120,For Kids
726160,Iconic Games
726160,Adham Jaber
726170,LeshaWhite Studio
726200,Eteru Studio
726230,Choice of Games
726250,Portal Studios
726260,GrowFall Studios
726300,Ironsun Studios
726320,Laush Dmitriy Sergeevich
726330,Crabellum Games
726340,Kabuk Games
726360,Boobs Dev
726390,PuzzleRoo
726430,Nikkatsu Corporation
726430,mebius
726460,Choice of Games
726500,Givit Game Studios (Pty) Ltd
726510,kass-stwa
726520,Afterthought Studios
726570,MarksApp
726580,Crabby Team
726590,Saber Interactive
726600,Awesome Industries
726610,Feisty Crab Studios
726620,Mesmerise Studios
726630,Turnopia
726710,Warpfish Games
726720,PS Games
726760,"Nikita ""Ghost_RUS"""
726800,Agafonoff
726810,Razard
726820,Ilex Games
726830,Owlchemy Labs
726840,Binogure Studio
726870,Michael Gentry
726880,Stochastic Lints
726910,ILMxLAB
726950,Idea Factory
726950,Compile Heart
726990,とらいあんぐる！
727010,CYZR
727020,Daniel Griffin
727060,Cypics
727070,Studio Goya
727090,Tamamo Studio
727100,Orch Star Studios
727110,Firestorm Entertainment
727140,Attila D.
727150,Christian Hamm
727150,Michail Ostrowski
727170,Andrey Bely
727180,刘俊亨(Junheng Liu)
727180,UNGamingOrg游戏组织玩家
727190,DimleTeam
727200,Rocket Monster Games
727220,SimProse Studios
727280,Top Shelf Studios
727290,Experimental Gamer Studios
727310,Team Major League Gladiators
727320,RewindApp
727330,Triple Distilled Games
727340,Fluffex Studios
727390,TSS Studio
727420,Tinzone Games
727430,Steam Blade Games
727460,夕
727480,Antizero company
727490,Whiteerminestudios
727510,Gustav
727530,Whited43
727530,Fantsize
727540,Ali Asfand
727550,TushaWorks
727560,LeshaWhite Studio
727560,LeshaWhite Studio
727570,Anarkis Gaming
727610,VirtexUniverse
727640,Xitilon
727680,Peace
727720,Yai Gameworks
727730,Kowai Sugoi Studios
727760,Diceroll Studios
727790,VNG CORP
727800,SAT-BOX
727830,RMking
727850,Hyperstrange
727860,Little Smart Planet
727900,TiStar Game
727910,Interactive Gaming Studios
727970,Royal9Games
727970,RoyalJL
728020,Lunar Collapse
728050,hede
728070,Curiscope
728090,I AM A DOG studio
728110,artArmin
728150,Tim McArthur
728220,Flávio Miyamaru
728240,Climax Studios
728420,ExperaGameStudio
728440,Pirotexnik
728540,Define Human Studios
728610,Will Petillo
728620,Captain
728630,RatByte Games
728650,MetamorphoGames
728660,Bizzy
728670,Inner Monkey
728710,Marco Noordergraaf
728730,Holyday Studios
728830,MageC Studio
728870,Fireballed Studio
728880,Ghost Town Games Ltd.
728880,Team17 Digital Ltd
728950,Eden Agency
728990,azimut team
729030,AjiGohanGames
729040,Gearbox Software
729040,Blind Squirrel Games
729050,"Octopus Interactive VR, LLC"
729060,Deceptive Games Ltd.
729090,Stefan Stankovic
729090,Nikola Lackovic
729130,Bjarki Arge Andreasen
729170,TSS Studio
729180,Grey Gods
729190,FINCH
729220,Christophe Galati
729220,"Nicalis, Inc."
729300,Goblin Council
729310,Wolverine Studios
729320,cerebraloverload
729330,NewWestGames
729340,Lykke Studios
729370,La Cosa
729390,SVC Games
729460,PixelMouse
729470,OrangeGames
729530,Winged Cloud
729570,REMIMORY
729580,Malzbie Games
729640,Sudden Event Studios
729650,Jan Ostermann
729660,NukGames
729670,Eternity Studios
729720,GameDevLab
729740,Binary Fortress Software
729780,Boolat Games
729820,"Flight 115, LLC"
729930,Deep Shadows Games
729940,ERS G Studios
729970,Indispensable Studios
729980,Ionel Zeveleanu
729990,Florent Vieillescazes
730010,Tall James Games
730030,OnFire Games
730050,Howling Moon Software
730090,Little Maxima LLC
730120,Steedie
730180,David Mulder
730190,Maestro Créations
730220,Ripknot Systems
730240,Nuts and Volts Electronics
730270,RedNukem
730280,Triple Rush Games
730290,Eat All The Games
730300,Buk Games
730310,"KOEI TECMO GAMES CO., LTD."
730410,Hamsters Gaming
730420,HAYATO YANG
730460,RegiGames
730580,Cryo Interactive
730580,Jordan Freeman Group
730620,RewindApp
730670,SIXNAILS
730690,SIXNAILS
730700,Mavenmob
730710,Adam Thompson
730760,Bacq Stellan
730780,Super Soul LLC
730820,LucasArts
730830,LucasArts
730840,GoBit Games
730870,GoBit Games
730890,Blak Iron Studios
730920,Ben Allen
730950,Semen Rodin
731120,InterServ International
731180,Andrew Rodenhiser
731190,Unit 02 Games
731230,ANV Team
731320,keyreal
731410,Sub Orbital Software
731420,The World Outside
731430,Blanket Fort Games
731450,lookcloser
731490,Vicarious Visions
731490,Iron Galaxy
731500,Samuel Arminana
731510,When's Lunch? Games
731520,Rhino Games Ireland
731590,Forward Instinct
731600,Nodacoy Games
731600,Jadan Bliss
731670,Nonostante Games
731680,kqengine
731690,U24 Solutions
731700,U24 Solutions
731720,Bloody Pixel
731760,Project Whitecard Studios Inc.
731760,Xefier Games Inc.
731770,Bristol Street Studios
731790,DillyFrame
731820,Bit Bionic LLC
731860,Sirrico-Net Games
731880,Wurrad
731920,Ambiera
731930,Light
731940,Mykhail Konokh
732000,Legalase studio
732010,Fabrice BIZEC
732030,Delmunsoft
732040,aDeCon Production
732060,Paper Pirates
732070,Sokolab
732090,ARGames
732110,Anti-Ded GameDev
732140,Pixel Star
732150,Nedodnb
732160,McMagic Productions
732240,Burak Dabak
732290,DiceyCraft
732360,Turbo Chimp
732370,SpaceCan
732400,Super Icon Ltd
732430,GrizzlyGames
732470,"WolfShipGames Co., Ltd."
732480,Prismic Studios LLC
732520,Felip Guimerà
732550,Frolov Pavel
732670,Halissoni
732680,baKno Games
732730,"Rocketeer Games Studio, LLC"
732770,FreakZone Games
732800,Spike Productions
732810,ansdor
732840,Metal Fox
732840,Nullysun Studio
732870,VB Studio
732950,owl.
732950,Jonas Tintenseher
732950,BáiYù
732950,Andrewus
732950,Atomic-Invasion
732950,Butterfly Wisps
732950,Noyemi Karlaitė
732950,Mama J
732950,Shida
732980,FomoonSoft
733020,Gazzapper Games
733030,Hotovo
733040,Riku Heikkilä
733050,Konstructors Entertainment
733060,Michael Acosta
733060,Ricard Gras
733070,Konstructors Entertainment
733090,Tero Lunkka
733090,BlackThug
733180,"Flying Fire, LLC"
733230,Umbriel Studio
733250,Hont
733300,Stranga
733340,Idea Factory
733340,Design Factory
733420,Pulsarium
733430,The Escape Team
733460,Harpoon Games
733480,The Game Bakery
733500,Sacada
733510,Sacada
733520,Sacada
733530,Sacada
733540,Sacada
733550,Narvalous Inc
733570,Three Guys Game Studio
733610,ミナプラス
733650,GaluluGame
733670,Giks
733690,KR Games
733710,OPENCAP STUDIO
733740,Winged Cloud
733750,enrju
733760,Cryo Interactive
733760,Jordan Freeman Group
733770,Cryo Interactive
733770,Jordan Freeman Group
733790,PanicBarn
733800,Barry McCabe
733840,ThinkVirtual LLC
733870,Mr Alpaca Games
733910,Big Horn Studio
733980,Primitive Studio
733990,Mutant Entertainment Studios
734010,Recreat4
734020,SkyReacher Entertainment
734080,RSK Entertainment
734120,Aetheric Games
734290,JoyCrafter
734330,Phony Game Studios
734350,Illusion Foundry Inc.
734380,MagicHouse
734440,理想乡开拓者
734450,aftermonk
734490,James Flannery
734510,Brainwashing Games
734540,Educational Games
734550,Raum Studio
734570,99 Game Studio
734580,Thunder Devs.
734590,Mental Zone Digital Game Studios
734700,Rabbit Hole Studios
734730,"Fair Weather Studios, LLC"
734750,Fiveamp
734820,LillyWelland inc.
734870,"Acme Nerd Games, LLC"
734890,"Oh, a Rock! Studios"
734910,Seventh Heart Studios
734920,ATOMIC BREATH
734980,Persera Software Inc.
735010,HUNTERS
735030,Dogū
735060,Stingbot Games
735110,Brewsterland Studios
735240,Recreat4
735260,Paleno Games
735280,Sixteen Tons Entertainment
735320,Studio Seven
735350,Tonguç Bodur
735410,Laush Dmitriy Sergeevich
735450,Bullid Games
735460,Game Cooks
735470,"TSMOUNT, Inc."
735500,Groovy Milk
735520,Space Fractal
735530,Space Fractal
735540,GRADE6
735550,Lion's Shade
735570,SEROSOO
735580,Aardman Animations
735580,Digixart
735590,CSM
735600,Brimstone
735650,Stephen Wu
735660,Last Level
735660,SOFF Games
735700,Vertnacular
735810,Nathan Ralph
735810,Jon (Assan) Bryant
735810,Jonathan Ribarro
735810,Xander Kyle Puckett
735810,Matthew Myers
735840,Dexion Games
735850,East Side Games
736050,baKno Games
736110,QuickSave
736180,Pixel Six Games
736190,墨鱼玩游戏
736200,JY Games
736220,Periscope Games
736230,Collector_collector
736250,Charlie Behan
736260,Hempuli Oy
736340,Brian Macumber
736390,Ezalbot
736400,Groove Science
736410,Denise KQ Studio.
736420,Bonjourcoco
736430,Luminark
736480,SugGames
736510,Primitive Studio
736570,Uri Games
736610,magnussoft
736710,KEMCO
736720,5minlab
736810,KING Art
736840,Blender Games
736850,Polyslash
736860,Crisp App Studio
736920,Object Normal
736930,GameHouse
737070,Anarkica Games
737260,Kevin Gulling
737280,Daniel Meredith
737330,LillyWelland inc.
737380,Ocumens LLC
737390,Baffled Games
737490,Daniel Wiitanen
737510,Borov
737510,Sashka Shlapik
737530,Donbass Games
737600,Black Phoenix Studio
737660,Mr. Thee
737690,Bernackels
737710,Gloria Works
737730,BeagleGames
737800,Codemasters
737810,For Kids
737830,Notus Games Ltd
737840,SWUMP
737840,Anders Schou
737870,Northplay
737880,"IMEX Media, Inc"
737890,Inertia Game Studios
737930,Vladimir Alekseev
737980,Jenito
738000,Perverse Games
738020,AECRNIA
738030,Mantis Shrimp Studio
738060,Scott Cawthon
738080,Shoho Games
738130,Aaron Turner
738210,MECH'AT
738260,Luke Cripps
738290,Robert Cardona
738350,Subdream Studios
738430,TSS Studio
738440,Will Orr
738440,Chris Orr
738450,RillyBoss Studios
738470,RDavis
738480,Denis Mikheikin
738500,Danstarr13
738520,RedRuins Softworks
738530,"CRAFTS & MEISTER Co., Ltd."
738540,QLOC
738540,BANDAI NAMCO Studios Inc.
738550,Black Sheep Studio
738560,AIHASTO
738580,Battle Factory
738580,HexWar Games
738590,Battle Factory
738600,TouchDown Creations
738610,Appliks Apps Studios
738620,AlyStudio
738650,Nova-box
738700,Chrono Dragon Studios
738720,The Ludicrous Ones
738730,Michael McCartney
738760,Marginal act
738840,KoromoSoft
738860,Clockwork Acorn
738880,Free Initiative Games
738900,Cascade of Leaves
738920,Disturbing Excitement
739000,C.U.M原创游戏
739000,幽兰工房
739010,ejew.in
739030,Horizon Games
739050,Rock Nano Global
739100,Fox Dive Studio
739170,Big Blue Studios
739180,Achpile
739190,LoopyMood
739200,Musrka
739210,For Kids
739220,Amamori Lab
739240,Sapphire Dragon Productions
739260,Hijong Park
739290,SN!Somos Nerds
739350,alexeibelih
739360,Just1337 Studio
739410,Happyrock Studios
739690,Epic Fire
739710,Payoff Technologies
739720,Lionsart
739730,Reliant
739780,Master UOMU
739800,interFusion Games LLC
739810,MACKINN7
739850,Los Exaltados
739880,アスガル騎士団
739890,2Dog Games
739940,Eldritch Phantasmagoric Games
739950,Nanali Studios
739960,Australian Broadcasting Corporation
739980,Violet Feature
739990,TSS Studio
740000,Forty Avenue games
740040,Joure Visser
740060,Nicola Mari
740070,phime studio LLC
740080,Pixelsplit
740090,World-Loom
740100,AYE Technology
740110,AFStudio
740150,Gameplay Ltd.
740170,Free Time Farmers
740200,Mehsoft
740220,StalkerAlex
740230,Jeff Weber
740240,Tetabester
740250,Frooxius
740250,Solirax
740260,Hollowings
740280,TocanaDev
740290,Steppe Hare Studio
740300,Antoine Rigitano
740300,Serge Sentis (Aerosteak)
740300,GaelDK
740300,Fabien Spiess (Sogaki)
740320,HoneyBeeSoftware
740340,NEO.ca
740350,Up All Night Games
740390,ReverseGames
740400,Roccat Games Studio
740410,Entertainment Forge
740470,Team DOTS
740500,20letpast
740520,Domini Games
740550,Idea Factory
740550,Preapp Partners
740560,RedHorse Studio
740570,NedoStudio
740600,Volha
740720,TheGoldenEyed
740730,Technically Competent
740780,qUATERNIon
740790,Alaric von Teplitz
740810,一次元创作组
740950,Kezarus
740990,Sven Möhring
741010,Blueshift Media
741100,Unknown Indie Devs
741120,RewindApp
741250,Uri Games
741260,Shanghai huan zhen Info Tech Ltd
741320,拉貢拉斯找金粒
741360,Timo Polvinen
741390,UNBALANCE Corporation
741400,Cortopia
741430,Immersive VR Education Ltd
741450,azimut team
741490,MMEU
741500,Minimal Lab
741510,VRESKI
741560,Aproldvin
741590,Home Net Games
741620,White Budgie Game Limited
741630,Chess no choke games
741650,PlayFlock
741670,Marco Amadei
741720,Recreat4
741770,ElZzap Software
741820,Arkane Studios
741930,Scythuz
741990,Paul Bird
742010,XiNFiNiTY Games
742010,Nova Studios
742030,baKno Games
742120,Square Enix
742150,Choice of Games
742170,Heiden
742220,Falkrus
742230,橘喵喵
742250,SIGONO INC.
742300,"CAPCOM CO., LTD."
742340,Rocket Monster Games
742360,Zhongshan Xinglong Animation Technology Co. Ltd.
742380,unbeGames
742460,Birdwall Games
742470,Dima Kozyr
742480,Catfishbox
742500,Konstructors Entertainment
742530,Lucas Molina
742540,Bullid Games
742630,Kiz Studios
742700,Killer Bee Software
742900,Effimera Studio
742990,Telestic Studios
743000,Silverstring Media Inc.
743070,Raging Pygmy Goat Games
743090,Trion Worlds
743100,Big Galoot
743110,Floor Chicken
743130,Cairn4
743190,Hang Time Studios
743230,"Sports Mogul, Inc."
743330,Grimorio of Games
743340,Titan Forged Games
743350,"Beijing AMPBox Technology Co., Ltd."
743350,Slay.one
743360,Team RUN!
743370,Soccer Manager Ltd
743390,Jesse Makkonen
743410,Russian Pixel Games
743420,Tigrido Inc
743450,Beautiful Glitch
743480,Fancy Bytes
743480,Reactor
743550,"Neon Chasm, LLC"
