appid,publisher
620280,Shockk
620310,Jonas De Carvalho Felinto
620310,Marcelo Eduardo Cabral
620330,Ghostbolt Games
620340,热泉 RedSpring
620360,5minlab
620530,Chess no choke games
620570,FeelThere
620580,Green Moss Game
620590,1C Entertainment
620630,HexWar Games
620640,HexWar Games
620650,Stromsky
620660,Vertexherder
620670,The Cursed Revolver
620700,2DragonsGames
620710,Onur Vural
620790,GreenHopper Development 
620800,Big Hit Games
620900,mahojigoku
620940,Retrific
620980,Beat Games
621010,Frame Interactive
621020,Iceberg Interactive
621050,Forever Entertainment S. A.
621060,The Irregular Corporation
621070,Larkon Studio
621080,Artifex Mundi
621090,First Violin Games
621150,Amaterasu Software
621170,Eternal Night Studios
621220,Fish Eagle
621290,Big Head Games Ltd.
621530,Dagestan Technology
621780,Growl Interactive
621810,Touch Dimensions Interactive
621830,Bigben Interactive
621850,Gamestone Studio
621880,Ntroy LTD
621930,Junkfish Limited
621940,DeSync Studios
621970,Rising Star Games
622010,No Wand Studios
622020,Microids
622040,Evil Tortilla Games
622060,GB Patch Games
622080,Arcade Distillery
622150,Big Fish Games
622170,Three Gates AB
622170,"SlapShot Games, LLC"
622200,Big Fish Games
622220,XSEED Games
622220,"Marvelous USA, Inc."
622220,Marvelous
622230,Stribling Media
622270,Titmouse
622300,theConstruct
622310,Amigo VR Studio
622320,Summer Media
622370,Mandragora
622380,VRNI Ltd
622380,Kainos
622420,Mehan Games
622440,Asmodee Digital
622440,Z-Man Games
622460,DreamGate
622470,Teletower Studios
622480,maxlvlgames
622510,vikingfabian.com
622530,Droid Riot
622540,Tephra
622550,Big Fish Games
622610,Sombrero Way Studio
622620,Big Fish Games
622650,Joey Drew Studios Inc.
622670,REAL Co.Ltd
622700,Hammerson Games
622720,Devolver Digital
622770,Piece of Cake studios
622810,brutalsoft
622820,HALUNAZI GAMES
622830,Interplay Entertainment Corp.
622870,Ametist studio
622880,CG-Interactive
622890,postpunkpl
622890,atabiszewski
622910,Yurif
622920,BrainStrainStudios
622930,Magic Masks Team
623040,Benjamin Outram
623050,Dalian Magical Storm Network Technology Co. Ltd.
623070,GameHouse
623080,VisualArts
623090,THQ Nordic
623160,rokapublish
623170,rokapublish
623180,rokapublish
623310,Neojac Entertainment Inc.
623320,Centrosphere Game
623360,Big Fish Games
623370,Themes_Daly
623380,Lukayson
623460,Big Fish Games
623470,Big Fish Games
623540,Salmi Games
623550,REX PEX GAMES
623570,Immersive Artz
623580,RCG
623640,Lienzo
623670,KoheiGallery
623800,Carry Castle
623810,Viacheslav Bushuev
623820,Happy Hobgoblin
623840,Träumendes Mädchen
623860,UniqueGames
623900,Ticklersoft
623920,Microids
623930,Tizona Interactive
623930,Zerouno Games
623940,"What Pumpkin Games, Inc."
624050,Foolish Mortals Games
624060,Interplay Entertainment Corp.
624070,Interplay Entertainment Corp.
624080,Interplay Entertainment Corp.
624090,SEGA
624120,SEGA
624270,EQ Studios
624320,Shorebound Studios
624410,Rocky Games
624430,Immergity
624460,HelloEnjoy
624550,Piko Interactive LLC
624550,Classics Digital
624560,Guru Games
624610,POPSAUR
624630,AbstractGameStudio
624680,Xiotex Studios Ltd
624690,Post Mortem Pixels
624710,IMGNATION Studios
624780,Afterthought Games
624870,YJM GAMES
624890,Edible Entertainment
624900,"PRIME WORKS Co.,Ltd."
624920,Designated Play Space
624970,Rebellion
624990,Silhouette Wolf
625000,Static City Games
625040,MassDiGI
625080,Strategy First
625120,Pastanaga Sideral
625160,Vadjra
625180,"Babaroga, LLC"
625220,Gunia Studios
625320,Elknight
625370,DimleTeam
625410,Cascade of Leaves
625430,JoyBits Ltd.
625460,SHUEISHA Inc.
625470,Play:D
625470,NHTV Breda University of Applied Sciences
625560,Hars
625580,Grindstone Interactive
625630,Apapappa Games
625680,Household Games Inc.
625690,Shine World
625700,Forever Young Games
625730,Crytivo
625740,IMakeGames
625770,YJM GAMES
625780,harmony corp
625800,JoicyStudio
625820,Monkeynetics
625830,Oh!WHATif Inc.
625860,Mad Labyrinth Studios LLC
625900,-
625910,10tons Ltd
625940,HA Studio Ltd.
625950,Lestyo
625980,"NIS America, Inc."
625990,Choice of Games
626010,Kongregate
626020,Scornz
626130,SuneX Games
626160,Bellosoft
626170,Embryo
626200,Maximum Games
626250,Interdimensional Games Inc
626500,Toxodon Games
626510,MoeNovel
626550,Forever Entertainment S. A.
626550,PlayWay S.A.
626550,Ultimate Games S.A.
626570,paulstraw
626580,10tons Ltd
626600,Ghostlight LTD
626610,Bigben Interactive
626630,TopWare Interactive ACE
626640,FIVE-BN GAMES
626660,Zoink Games
626680,ObsessionSoft
626690,BANDAI NAMCO Entertainment
626700,The Mill
626730,Tantawowa
626760,Further Beyond Studios
626840,Big Fish Games
627070,"8th Shore, Inc."
627270,WB Games
627410,Dnovel
627420,Binary Soul
627450,Bigben Interactive
627460,Intelligent Systems
627530,"Strata Mixed Reality, Inc."
627570,Final Floor Studios
627620,Pill Bug Interactive
627670,Rooftop Panda
627690,Codename Entertainment Inc.
627820,Hanako Games
627890,Studio Nihilominus
627910,Accolade
627950,Amaterasu Software
628020,"KOEI TECMO GAMES CO., LTD."
628030,"KOEI TECMO GAMES CO., LTD."
628040,"KOEI TECMO GAMES CO., LTD."
628050,"KOEI TECMO GAMES CO., LTD."
628060,"KOEI TECMO GAMES CO., LTD."
628070,"KOEI TECMO GAMES CO., LTD."
628080,"KOEI TECMO GAMES CO., LTD."
628090,"KOEI TECMO GAMES CO., LTD."
628100,"KOEI TECMO GAMES CO., LTD."
628110,"KOEI TECMO GAMES CO., LTD."
628120,"KOEI TECMO GAMES CO., LTD."
628130,"KOEI TECMO GAMES CO., LTD."
628140,"KOEI TECMO GAMES CO., LTD."
628150,"KOEI TECMO GAMES CO., LTD."
628160,"KOEI TECMO GAMES CO., LTD."
628170,"KOEI TECMO GAMES CO., LTD."
628180,"KOEI TECMO GAMES CO., LTD."
628290,inbetweengames
628340,Blaiz Entertainment
628400,Dagestan Technology
628440,Oryzhon Studios
628450,VROOM
628460,ebi-hime
628520,LEVER Software
628520,Enjoy Games
628530,SlinDev
628560,Brandon Dominguez
628570,Timberwolf Studios
628580,Timberwolf Studios
628650,Red Phoenix Studios
628660,"Tozai Games, Inc."
628700,Absorbed Studios
628710,PQube Limited
628720,Robot Riot UG (haftungsbeschränkt)
628730,"TALESSHOP Co., Ltd."
628750,Blender Games
628760,ZemunBRE
628770,Impact Gameworks
628800,Abylight Studios
628820,Fevolution Innovation Inc.
628840,Rhino Games
628850,SIFAKA DIGITAL
628890,"KOEI TECMO GAMES CO., LTD."
628900,DIGIDICED
628920,Zetsubou
628950,Tonguç Bodur
628960,Ideographer
629000,Platonic Partnership Ltd
629030,Idea Cabin
629040,LNG Studios
629080,Big Fish Games
629100,Big Fish Games
629110,Big Fish Games
629210,Try This At Home
629220,Red Limb Studio
629240,Synaptic Response
629360,"Delusion Arts Entertainment, LLC"
629380,Amaterasu Software
629400,Titanium Game Studios
629410,Fizzure Entertainment
629420,The Dashing Crate
629430,InvertMouse
629440,Henteko Doujin
629540,"COR Entertainment, LLC"
629640,视趣互动（天津）科技有限公司
629650,Degica
629690,"Fatbot Games, s. r. o."
629720,Khundar
629730,WarpFrog
629770,Might and Delight
629780, NRVR Studios
629810,rokaplay
629840,Krealit
629860,Square Enix
629910,Playsaurus
629960,SoraPrayer
629970,"Beast, Inc."
630020,Zodiac Interactive
630030,Green Man Gaming Publishing
630050,RadiationBurn
630060,一次元创作组
630070,Bartoš Studio
630080,Bartoš Studio
630100,Gameforge 4D GmbH
630140,Absolutist Ltd.
630160,Digital Tribe
630170,Strategy First
630260,Paul Svelmoe
630310,WayForward
630360,Andrew Rowe
630390,rokaplay
630400,weRplay
630460,Impostor Cat Games
630470,rokaplay
630610,Microsoft Studios
630640,"SPECIAL MAGIC GAMES, LLC"
630670,Rotech Digital Ltd
630690,Interplay Entertainment Corp.
630720,BEHEMUTT
630830,FIVE-BN GAMES
630870,Fruitbat Factory
631010,EHTechnology
631010,Dagestan Technology
631120,Sokay
631220,Kingdom Games
631240,Big Fish Games
631250,Big Fish Games
631260,Big Fish Games
631270,Big Fish Games
631490,Charlie's Games
631510,"CAPCOM Co., Ltd."
631530,Vyacheslav Shilikhin
631540,tinyBuild
631570,Raw Fury
631660,Immersion
631770,Empyrean
631830,Crew Lab
631900,AMG GAMES
631910,Kedexa
631920,Mykhail Konokh
631950,Digital Realms Ltd
631980,teedoubleuGAMES
631990,Michaela Laws
632000,Matthew Brown
632020,Greenolor Studio
632040,Phylliida
632050,Softwaves Dist.
632070,"Act 3 Games, LLC"
632080,Six Sided Square
632100,Redden
632110,Merge Games
632170,Glass Bottom Games
632200,nlfastudio
632240,REDspace
632250,Ink Kit
632290,Last Lotus
632300,Perun Creative
632350,Idea Factory International
632360,Gearbox Publishing
632380,The Selenite Forge
632510,David Schneider
632640,GaluluGame
632710,MangaGamer
632800,Studio Pieplus
632820,rokaplay
632830,rokaplay
632840,DAR Studio
632880,Future Proof Games
632900,Sekai Project
633060,Fellow Traveller
633110,UFO Interactive Games
633130,Sindiecate Arts
633230,BANDAI NAMCO Entertainment
633300,Gradoservice
633320,Magic House Creative
633350,VolkDab
633360,Darril Arts
633370,5Wolf
633430,Kim Niklas Schlüter
633440,Gamera Interactive
633460,M2H
633580,Choice of Games
633600,Choice of Games
633660,Astralax
633880,EHTechnology
633930,McLeodGaming Inc.
633930,"World Entertainment Studios, LLC"
633940,"Shanghai ThinkingBear Network Technology Co.,Ltd"
633950,1C Entertainment
633970,FrostbiteGames
634060,NSC Creative
634070,AAAGAMES
634090,Inner World Games
634120,Iceberg Interactive
634150,VI Games LLC
634160,Falcon Development
634180,Tuttifrutti Interactive
634200,K Bros Games
634230,Cristian Manolachi
634230,Atomic Fabrik
634340,TERNOX
634700,Ch.ZBK
635000,Dark Light Studio
635010,Startreming
635040,Bottino.Games
635050,Parallax Labs
635060,Xitilon
635190,Chun Y.
635200,Alawar Premium
635220,SiCzech Arts
635250,Crystal Depths Studio
635260,CarX Technologies
635270,6waves
635310,Crazy Rocks
635320,505 Games
635390,Rival Games Ltd
635410,疯王子中二集团总部
635430,Rortos Srl
635520,Big Fish Games
635550,Wolf Pack
635590,Vulture Strike
635670,Tom Kitchen
635730,Paradise Project
635790,ROSEVERTE
635830,Choice of Games
635850,GrabTheGames
635880,ZemunBRE
635900,BearFighterDev
635930,Pixel Barons
635940,VisualArts
635980,Caffeine Overdose
636010,rokaplay
636020,rokaplay
636030,rokaplay
636040,Kukouri Mobile Entertainment
636050,rokaplay
636070,Mass Creation
636100,10tons Ltd
636150,NukGames
636170,Blue Entropy Studios
636220,TinMoon Studios
636230,Labs Games
636310,Restful Panic ltd
636320,HOF Studios
636330,Tristan Begin
636370,Cipher Hive
636390,Robot Circus
636400,Street Lamp Games
636430,GPM
636450,Enhance
636460,Alternative Software Ltd
636470,mangamengine
636480,SteelRaven7
636490,2645interactive
636520,Microids Indie
636560,FredBear Games
636560,PlayPlayFun
636570,"KOEI TECMO GAMES CO., LTD."
636580,Immersive VR Limited
636590,mikai inc.
636620,Freshfield Studios
636690,Tower Studios
636700,Teamomega
636720,Red Meat Games
636740,JMJ Interactive
636910,Zen Relay Games
636930,Groove Science Studios
636950,Studio Trapcard
636960,PING YI LIN 
636970,BlackTale Games
637040,Black Room Games
637060,Artifex Mundi
637070,Barracuda Disaster
637090,Paradox Interactive
637100,SEGA
637120,PsychoFlux Entertainment
637120,Jellypig Games
637330,AeroLab Studios 
637410,ShilohGames
637640,Kelly Studios
637650,Square Enix
637670,Square Enix
637850,LR Studio
637860,LongWu
637870,VRotein
637920,Buka Entertainment
637930,Buka Entertainment
637940,Buka Entertainment
637960,EVR Studio
638000,Curve Digital
638020,Arrible
638060,Alpha Strike Games Limited
638070,Blazing Griffin
638110,"Gearbox Software, LLC"
638160,Idea Factory International
638200,Enlight Software Limited 
638200,Retroism
638240,Big Fish Games
638260,Big Fish Games
638470,Hyper Games
638650,BANDAI NAMCO Entertainment
638680,Norven Games
638680,Kaan Köse
638690,Blue Whale Games
638720,Cherry Bloom
638780,Super Dead LLC
638830,David Dimond
638900,Multiverse
638920,Shenzhen BeanVR Technology Co.Ltd
638930,MangaGamer
638970,SEGA
639130,"Bit Planet Games, LLC"
639170,Telltale Games
639190,Tendril Studio
639220,Diego F Beltran
639230,Stitch Media
639240,LivinThing Studio
639270,Ivanovich Games
639280,Ivanovich Games
639300,Creative Storm Entertainment
639320,Kolapo Oni
639450,Tibith
639460,PlaySide VR
639470,Another Indie
639490,MangaGamer
639560,Silver Machine Studios
639720,Emanuele Leoncilli
639730,Strategy First
639770,Bean Boy Games
639780,Neko Climax Studios
639790,Neko Climax Studios
639840,Evoluta Studio
639920,QRA-CS
639960,Viewport Studios
640050,Rocwise Entertainment
640090,Plug In Digital
640120,frecle ApS
640150,Toasty Leaf AB
640210,JOL Studios
640250,"Intelligent Decision Systems, Inc."
640290,yyrGames
640300,Virtew
640310,Idea Cabin
640340,Croteam Incubator
640380,Walter Machado
640430,Atriagames
640590,Warner Bros. Interactive Entertainment
640600,Histogram Games
640690,Robot Loves Kitty
640760,SmellyRiver
640800,Levity Play
640820,Deep Silver
640850,Elina Faritovna Balakina
640880,Huey Games
640890,PartTimeIndie
640970,Moraes Studio
640990,MangaGamer
641050,Eric Neuman
641080,Ubisoft
641590,moBack
641780,The Drone Racing League
641860,Vashta Entertainment
641870,forever8pus
641910,Axyos Games
641950,Morganti Livio
641960,FitXR
641980,Battle Blockyverse Studios
641990,Team17 Digital Ltd
642000,Blue Technology Sp. z o.o.
642070,EnsenaSoft
642090,Obscurasoft
642170,Frozen Dreams
642190,Polyverse Studio
642390,Linden Lab
642520,Paper Plane
642560,Hamster On Coke Games
642570,Alexandr Borovikov
642580,VDO Games
642600,Magesoft
642610,Plug In Digital
642650,Emad
642660,StaplesVR
642680,StaplesVR
642700,Bellcat Game
642730,PraGames
642770,EntroPi Games
642830,Good Shepherd Entertainment
642840,Red Bull Media House
643200,Akupara Games
643260,MKJ Interactive
643270,Creability
643590,WISECAT
643600,VRS
643610,Skonec Entertainment
643620,Screaming Villains
643700,Badim
643810,Kotori Studios Ltd
643820,AdroVGames
643830,Binji
643870,Lokator Studio
643880,DYA Games
643900,Rad Codex
643950,NinjaBee
643960,Armor Games Studios
643970,Butterflyware
643980,"Making Fun, Inc."
644010,Mystik'art
644080,Spry Fox LLC
644090,Atriagames
644100,IDALGAME
644110,b08
644120,Atriagames
644160,starmops
644200,DigitalEZ
644290,505 Games
644330,Team Firestorm
644370,The Secret Pie
644370,Kurki.games
644380,Odd Branch Publishing
644390,"Playdek, Inc."
644400,Poltergames
644420,Zenz VR
644480,Dead Drop Studios LLC
644530,KoheiGallery
644540,"views Co., Ltd"
644550,橙光游戏
644560,Paradise Project
644570,Paradise Project
644580,ClickGames
644610,"Player Of Music Technology Co.,Ltd"
644640,Alda Games
644660,Michael Callaghan
644670,raptor lab
644680,onomatope*
644680,MiKandi Japan
644710,Slitherine Ltd.
644740,Mr. L
644760,Indiecode Games
644890,Vladislav Vasilkov
644930,Numantian Games
645090,Quiet River
645150,Silly Pill Studios
645240,PsychoFlux Entertainment
645260,Overgroup
645280,Null Activity
645290,Alexander Goodwin
645330,Indiecode Games
645340,Indiecode Games
645360,Timberwolf Studios
645380,Alcuria Games
645410,Impossible Mystery Games
645420,Impossible Mystery Games
645440,Impossible Mystery Games
645450,Light Road Games
645460,Satur Entertainment
645470,RobotKSR
645480,Sony Pictures Virtual Reality
645500,Pawmigo Games
645630,PlayWay S.A.
645650,Vikong
645690,Fantasia Studio
645710,oblomysh
645730,tri-Ace
645750,Kestrel Games
645780,Tydecon Games
645790,Insane Dreamers
645820,HeroCraft
645830,Consala Games
645860,Immergity
645920,Windybeard
645930,Ignibit
645940,Anti-Ded GameDev
646010,Longbow Games
646050,Phantom 8 Studio
646100,Acuze Interactives
646150,Winter Wolves
646180,Nadya Primak
646200,App Holdings
646210,"Mind's Eclipse Interactive, LLC"
646270,Robot Gentleman
646280,Studio HK
646300,ouka-ichi-mon.inc
646310,EVR Studio
646330,FIVE-BN GAMES
646350,FeelThere
646360,RTVE
646370,FinalBoss Games
646380,Happy Hobgoblin
646430,HARP
646440,Rebuff Reality
646460,Lite Microsystems
646470,Jetdogs Studios
646500,Clarus Victoria
646530,Degica
646570,Mega Crit Games
646600,Zerouno Games
646680,Qumaron
646820,"You42, Inc."
646890,Field Of Vision
646910,Ubisoft
646960,MWC
647000,Team B.R.O.S.
647050,.ez Games
647080,Big Fish Games
647090,Big Fish Games
647280,Fabio Cunha
647410,Siberian Digital
647430,Imperia Online LTD
647500,Distorted Games
647570,Ubisoft
647590,Ubisoft®
647740,Airborne Games
647820,Rhino Games
647830,Warner Bros. Interactive
647830,Feral Interactive (Mac)
647840,Strategy First
647890,Big Fish Games
647900,Big Fish Games
647910,Big Fish Games
647930,Big Fish Games
647950,Greater Studios
647960,Corroding Games
647980,WalkBoy Studio
647990,Polygon Dust Entertainment Ltd.
648020,Choice of Games
648050,dopagames
648060,Team & Target Game Studios
648070,Pixel Wonder
648100,KEMCO
648120,Dio Alias Games
648190,Fair Games Studio
648260,Dagestan Technology
648340,Asmodee Digital
648350,Frontier Developments
648380,QRA-CS
648390,like Charlie
648430,Hi-Rez Studios
648440,Level Evil
648440,Black Sun Game Publishing
648510,Choice of Games
648530,Choice of Games
648550,Concepts
648570,Subdream Studios
648580,"Spike Chunsoft Co., Ltd."
648600,Square Enix
648630,Arc System Works
648640,KEMCO
648750,Funforge
648780,Vision Games Publishing LTD
648800,Axolot Games
648810,Nick Helweg
648880,GAMEPUMP
648890,DMT
649000,Time Robbers
649040,Fome Productions
649120,Coding Caveman
649150,VGstudio
649170,Miki Squadron Project
649170,幻爵工作室
649190,Victory Lap Games
649300,Yang Sun
649360,indienova
649450,Ominous Entertainment
649460,Project Whitecard Studios Inc.
649460,EvolVR Games Ltd.
649510,Mugle Studio
649570,Prime VR Inc.
649580,Dieselmine
649600,eGames.com
649620,Kanda Technologies Inc.
649630,Chongqing Yan Wan network technology Co.Ltd. 
649640,Big Ant Studios
649660,JUMP OR FALL
649670,KT Games
649730,FutureStateMachine
649740,Theodor Niklas
649790,rokapublish
649810,Eurovideo Medien
649820,Headup
649870,XXXgames
649880,Indiecode Games
649890,"Blackthorn Media, Inc."
649900,"Riposte Games & Co, Inc"
649990,Evgeny Apel
649990,Pavel Rodionov
649990,Ivan Ilchenko
650000,Bethesda Softworks
650010,"Nest Egg Games, LLC"
650070,YJM GAMES
650110,"CFK Co., Ltd."
650220,Team17 Digital Ltd
650310,Cipher Hive
650340,SiliconWetware
650350,Trino AB
650440,Crasleen Games
650490,ANPA.US
650510,Konami Digital Entertainment
650570,Goodwolf Studio
650600,"TCH International Group, LLC"
650670,Golden Era Games
650680,AAD Productions
650700,AGM PLAYISM
650720,Kinsei Games
650730,RunServer
650750,ActaLogic
650760,FHYX（凤凰游戏）
650770,chaosikaros
650810,Pro Social Games
650820,thiefbug
650860,The House of Fables
